#TimeHarp 260  Histogram Data			03/18/2021 09:57:57 AM
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
2.0000	2.0000	
#counts
11	0	
9	0	
10	0	
9	0	
12	0	
11	0	
12	0	
5	0	
13	0	
5	0	
7	0	
6	0	
7	0	
7	0	
6	0	
6	0	
7	0	
6	0	
7	0	
7	0	
10	0	
8	0	
13	0	
12	0	
6	0	
7	0	
9	0	
8	0	
5	0	
13	0	
10	0	
4	0	
5	0	
3	0	
9	0	
3	0	
9	0	
3	0	
3	0	
6	0	
8	0	
8	0	
9	0	
7	0	
13	0	
5	0	
10	0	
13	0	
7	0	
10	0	
6	0	
13	0	
9	0	
7	0	
7	0	
5	0	
10	0	
6	0	
8	0	
11	0	
11	0	
11	0	
8	0	
17	0	
7	0	
10	0	
8	0	
13	0	
12	0	
8	0	
6	0	
10	0	
5	0	
5	0	
10	0	
9	0	
8	0	
3	0	
5	0	
8	0	
6	0	
9	0	
15	0	
7	0	
12	0	
15	0	
10	0	
7	0	
9	0	
8	0	
15	0	
8	0	
5	0	
11	0	
8	0	
6	0	
10	0	
11	0	
11	0	
11	0	
7	0	
6	0	
8	0	
8	0	
9	0	
6	0	
9	0	
11	0	
7	0	
8	0	
7	0	
4	0	
8	0	
11	0	
6	0	
9	0	
11	0	
5	0	
7	0	
12	0	
10	0	
10	0	
7	0	
11	0	
7	0	
5	0	
12	0	
12	0	
10	0	
10	0	
5	0	
9	0	
7	0	
7	0	
6	0	
10	0	
9	0	
5	0	
10	0	
11	0	
12	0	
7	0	
6	0	
6	0	
5	0	
9	0	
9	0	
11	0	
2	0	
11	0	
7	0	
8	0	
10	0	
7	0	
5	0	
13	0	
10	0	
3	0	
6	0	
10	0	
6	0	
13	0	
10	0	
4	0	
7	0	
8	0	
7	0	
8	0	
14	0	
6	0	
10	0	
6	0	
10	0	
12	0	
7	0	
8	0	
8	0	
11	0	
12	0	
10	0	
4	0	
13	0	
7	0	
7	0	
10	0	
9	0	
7	0	
5	0	
12	0	
5	0	
9	0	
12	0	
14	0	
9	0	
11	0	
12	0	
6	0	
5	0	
10	0	
11	0	
8	0	
14	0	
3	0	
12	0	
8	0	
4	0	
11	0	
6	0	
6	0	
7	0	
9	0	
7	0	
16	0	
